SATISFACTION_WITH_FINANCIAL_CONDITION,SPENDING_COMPARISON_TO_INCOME,DIFFICULTY_COVERING_EXPENSES,FIN_ANXIETY,EMERGENCY_FUNDS,CONFIDENCE_GET_2000,CREDIT_RECORD_RATING,CHECKING_ACCOUNT,SAVINGS_ACCOUNT,OVERDRAW_CHECKING_ACCOUNT,REGULAR_CONTRIBUTION_TO_RETIREMENT,OTHER_INVESTMENTS,ALWAYS_PAY_CR_FULL_12MO,USED_PAYDAY_LOAN,DEBT_COLLECTED_12MO,TOO_MUCH_DEBT_STRENGTH,D2D_FINANCIAL_SKILL,FINANCIAL_KNOWLEDGE_ASSESS,RACE_ETHNICITY,EDUCATION_LEVEL,HIGHEST_EDUCATION_OF_RAISERS,NUM_DEPENDENT_CHILDREN,BINARIZED_GENDER,AGE,LAYOFF_PANDEMIC,EXPECT_INHERIT_10K_PLUS,STATE,FIN_ED_HS,FIN_ED_ALL,Z,FIN_HEALTH
7.0,9.0,9.0,4.0,4.5,4.5,6.75,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,15.0,4.5,4.5,1,6,2.0,2,1,4,2.0,1.0,13,1.0,2.0,1,109.25
6.0,9.0,9.0,5.0,0.0,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,6.0,9.0,3.0,1,4,2.0,2,1,4,2.0,2.0,13,1.0,2.0,1,101.0
9.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,5,4.0,5,1,6,2.0,2.0,38,2.0,2.0,0,118.25
7.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,18.0,9.0,4.5,1,6,5.0,6,1,4,2.0,1.0,38,1.0,2.0,1,116.0
8.0,9.0,9.0,4.0,4.5,4.5,6.75,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,12.0,9.0,3.0,2,7,6.0,2,1,4,2.0,1.0,2,2.0,2.0,0,119.25
0.0,4.5,0.0,7.0,4.5,1.5,6.75,2.25,2.25,0.0,4.5,0.0,0.0,11.25,4.5,0.0,6.0,3.0,1,6,5.0,1,2,2,2.0,2.0,51,1.0,2.0,1,58.0
2.0,0.0,4.5,6.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,6.0,7.5,3.0,1,3,2.0,1,2,2,2.0,1.0,35,1.0,2.0,1,80.75
3.0,4.5,4.5,7.0,0.0,3.0,4.5,2.25,0.0,0.0,0.0,0.0,0.0,11.25,0.0,9.0,6.0,3.0,1,4,5.0,6,2,2,2.0,2.0,51,2.0,2.0,0,58.0
7.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,18.0,9.0,3.75,1,6,5.0,5,1,4,2.0,2.0,51,1.0,2.0,1,115.25
5.0,4.5,4.5,7.0,0.0,3.0,4.5,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,18.0,7.5,3.75,2,2,1.0,6,1,1,2.0,2.0,5,1.0,2.0,1,91.5
1.0,9.0,4.5,7.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,0.0,11.25,4.5,6.0,3.0,3.0,1,7,4.0,6,2,3,2.0,1.0,9,2.0,2.0,0,87.5
0.0,0.0,0.0,4.0,0.0,3.0,2.25,2.25,2.25,4.5,4.5,6.75,0.0,11.25,4.5,18.0,6.0,3.75,2,2,3.0,1,2,4,2.0,1.0,32,1.0,2.0,1,73.0
2.0,0.0,4.5,6.0,0.0,3.0,0.0,2.25,2.25,4.5,4.5,0.0,0.0,2.5,0.0,9.0,6.0,3.0,2,1,1.0,6,1,2,1.0,2.0,5,1.0,2.0,1,49.5
2.0,9.0,4.5,5.0,0.0,0.0,2.25,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,18.0,3.0,2.25,1,4,4.0,1,2,3,2.0,2.0,2,2.0,2.0,0,84.25
9.0,4.5,4.5,7.0,4.5,3.0,9.0,2.25,2.25,4.5,9.0,6.75,0.0,1.25,0.0,3.0,7.5,4.5,1,2,2.0,6,1,2,1.0,1.0,5,2.0,2.0,0,82.5
4.0,4.5,4.5,5.0,4.5,3.0,4.5,2.25,2.25,0.0,0.0,0.0,9.0,3.75,4.5,9.0,4.5,3.0,2,4,3.0,6,1,2,1.0,2.0,42,1.0,2.0,1,68.25
3.0,0.0,4.5,6.0,0.0,3.0,4.5,2.25,2.25,0.0,9.0,0.0,0.0,11.25,0.0,0.0,7.5,3.0,1,5,2.0,2,1,4,1.0,2.0,2,1.0,2.0,1,56.25
2.0,0.0,9.0,7.0,0.0,1.5,4.5,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,18.0,9.0,3.0,2,4,3.0,5,2,1,2.0,2.0,13,1.0,2.0,1,87.75
0.0,0.0,4.5,7.0,4.5,2.25,4.5,2.25,2.25,4.5,9.0,0.0,9.0,2.5,0.0,9.0,6.0,3.0,2,2,6.0,2,2,1,2.0,2.0,8,1.0,2.0,1,70.25
3.0,0.0,9.0,4.0,0.0,1.5,4.5,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,15.0,9.0,4.5,1,2,2.0,5,2,4,2.0,2.0,5,1.0,2.0,1,84.25
9.0,0.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,15.0,7.5,3.75,1,2,6.0,5,1,5,2.0,1.0,5,1.0,2.0,1,102.5
3.0,9.0,4.5,6.0,0.0,1.5,4.5,0.0,2.25,2.25,4.5,3.375,4.5,11.25,4.5,18.0,4.5,1.5,1,2,3.0,6,2,1,2.0,2.0,35,1.0,2.0,1,85.125
4.0,9.0,9.0,4.0,0.0,4.5,6.75,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,9.0,9.0,3.75,1,6,2.0,1,2,5,4.5,1.0,2,1.0,2.0,1,99.5
3.0,9.0,9.0,6.0,0.0,3.0,0.0,2.25,0.0,4.5,4.5,0.0,0.0,11.25,0.0,0.0,7.5,3.0,1,3,2.0,4,2,2,2.0,2.0,51,1.0,2.0,1,63.0
0.0,4.5,4.5,7.0,0.0,0.0,0.0,0.0,0.0,2.25,4.5,3.375,4.5,11.25,0.0,0.0,6.0,3.0,1,4,2.0,5,2,2,2.0,1.0,35,1.0,2.0,1,50.875
7.0,0.0,9.0,3.0,4.5,4.5,6.75,2.25,2.25,4.5,0.0,0.0,0.0,11.25,4.5,18.0,6.0,3.75,2,2,1.0,5,2,4,2.0,1.0,5,1.0,2.0,1,87.25
7.0,9.0,9.0,6.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,2.5,4.5,15.0,7.5,2.25,1,5,4.0,1,1,4,2.0,1.0,38,2.0,2.0,0,110.0
5.0,4.5,9.0,4.0,0.0,3.0,2.25,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,18.0,4.5,2.25,2,2,5.0,6,2,1,2.0,2.0,32,1.0,2.0,1,86.25
9.0,9.0,0.0,7.0,0.0,3.0,4.5,0.0,0.0,2.25,4.5,3.375,0.0,11.25,4.5,0.0,9.0,4.5,2,2,2.0,5,1,1,1.0,4.5,5,1.0,2.0,1,71.875
3.0,9.0,4.5,7.0,0.0,3.0,9.0,2.25,2.25,0.0,4.5,0.0,9.0,11.25,4.5,18.0,6.0,3.75,2,4,3.0,3,1,3,2.0,1.0,51,1.0,2.0,1,97.0
7.0,9.0,4.5,6.0,4.5,3.0,6.75,0.0,0.0,2.25,4.5,3.375,0.0,11.25,0.0,6.0,6.0,3.0,2,2,3.0,1,1,2,1.0,1.0,5,1.0,2.0,1,77.125
7.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,15.0,9.0,3.75,1,5,1.0,6,1,5,2.0,2.0,51,1.0,2.0,1,107.5
0.0,0.0,0.0,7.0,0.0,0.0,2.25,0.0,0.0,2.25,4.5,3.375,4.5,11.25,4.5,0.0,7.5,3.0,1,3,4.0,6,1,3,2.0,2.0,4,1.0,2.0,1,50.125
7.0,9.0,4.5,5.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,1.25,4.5,18.0,7.5,3.75,2,2,2.0,3,2,3,2.0,1.0,5,2.0,2.0,0,107.75
7.0,0.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,4.5,1,4,2.0,5,1,6,2.0,2.0,51,2.0,2.0,0,119.0
6.0,0.0,9.0,3.0,2.25,3.0,4.5,1.125,2.25,2.25,4.5,0.0,9.0,5.625,4.5,9.0,4.5,3.0,1,4,3.0,3,2,2,1.0,2.0,40,2.0,2.0,0,73.5
2.0,0.0,9.0,7.0,0.0,3.0,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,6.0,7.5,2.25,1,5,3.0,1,1,2,2.0,2.0,51,1.0,2.0,1,86.25
8.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,5,4.0,6,1,5,2.0,2.0,51,1.0,2.0,1,127.25
7.0,0.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,6.75,0.0,11.25,4.5,18.0,7.5,3.75,1,5,2.0,5,1,5,2.0,2.0,2,2.0,2.0,0,103.25
6.0,9.0,9.0,4.0,4.5,3.0,6.75,2.25,2.25,4.5,4.5,0.0,9.0,11.25,0.0,6.0,9.0,3.75,2,7,5.0,6,1,2,2.0,4.5,9,2.0,2.0,0,94.75
4.0,4.5,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,0.0,9.0,3.75,1,6,2.0,6,1,2,2.0,1.0,9,1.0,2.0,1,92.75
6.0,9.0,4.5,6.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,18.0,7.5,3.0,1,4,6.0,5,2,1,2.0,2.0,2,1.0,2.0,1,105.75
0.0,4.5,0.0,7.0,0.0,0.0,4.5,2.25,2.25,0.0,9.0,6.75,9.0,11.25,0.0,18.0,6.0,2.25,1,4,1.0,2,2,2,2.0,1.0,2,2.0,2.0,0,82.75
0.0,4.5,4.5,1.0,2.25,3.0,4.5,2.25,2.25,0.0,4.5,6.75,9.0,5.625,0.0,18.0,1.5,3.0,1,2,3.0,3,2,2,2.0,2.0,35,1.0,2.0,1,72.625
3.0,0.0,4.5,3.0,0.0,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,18.0,6.0,3.0,2,2,2.0,5,1,4,2.0,2.0,32,1.0,2.0,1,91.5
0.0,9.0,0.0,7.0,0.0,3.0,6.75,2.25,0.0,4.5,4.5,0.0,9.0,11.25,4.5,18.0,4.5,3.0,2,1,5.0,6,2,1,2.0,2.0,32,1.0,2.0,1,87.25
0.0,0.0,9.0,7.0,4.5,3.0,9.0,2.25,2.25,4.5,4.5,6.75,9.0,11.25,4.5,18.0,7.5,3.75,2,2,2.0,6,1,1,1.0,2.0,5,1.0,2.0,1,106.75
3.0,0.0,4.5,4.0,0.0,3.0,0.0,0.0,0.0,2.25,4.5,3.375,4.5,5.625,4.5,6.0,3.0,3.0,1,4,3.0,5,1,4,1.0,2.0,19,1.0,2.0,1,51.25
7.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,15.0,9.0,3.75,1,7,6.0,5,1,6,2.0,1.0,9,2.0,2.0,0,114.25
5.0,4.5,4.5,6.0,4.5,0.0,4.5,2.25,0.0,4.5,4.5,0.0,9.0,11.25,4.5,15.0,3.0,3.0,1,4,5.0,6,2,1,2.0,2.0,3,1.0,2.0,1,86.0
9.0,0.0,9.0,1.0,4.5,4.5,6.75,2.25,0.0,0.0,9.0,6.75,0.0,11.25,4.5,18.0,9.0,4.5,1,6,5.0,2,1,3,2.0,1.0,46,2.0,2.0,0,100.0
6.0,9.0,9.0,1.0,4.5,4.5,6.75,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,18.0,9.0,3.75,1,5,4.0,5,1,6,2.0,2.0,51,1.0,2.0,1,100.75
6.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,4.5,11.25,4.5,15.0,9.0,3.75,1,4,2.0,5,2,5,2.0,2.0,42,2.0,2.0,0,116.75
5.0,0.0,9.0,4.0,0.0,1.5,4.5,2.25,0.0,4.5,4.5,0.0,4.5,11.25,4.5,18.0,4.5,1.5,2,4,3.0,6,1,5,2.0,4.5,9,1.0,2.0,1,79.5
6.0,0.0,4.5,6.0,0.0,3.0,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,15.0,7.5,3.0,1,4,5.0,6,1,2,2.0,2.0,13,1.0,2.0,1,103.5
5.0,9.0,9.0,4.0,4.5,4.5,4.5,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,7.5,3.75,2,6,1.0,5,1,6,2.0,2.0,51,1.0,2.0,1,110.25
9.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,9.0,3.0,2,6,5.0,6,1,6,2.0,2.0,9,2.0,2.0,0,116.5
6.0,0.0,9.0,4.0,0.0,3.0,4.5,2.25,2.25,4.5,4.5,0.0,9.0,5.625,4.5,18.0,7.5,3.0,2,3,2.0,5,2,1,2.0,4.5,9,1.0,2.0,1,87.625
6.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,6.0,9.0,3.75,1,5,4.0,6,1,2,2.0,4.5,35,1.0,2.0,1,107.5
2.0,4.5,4.5,5.0,4.5,1.5,4.5,2.25,0.0,0.0,9.0,0.0,9.0,11.25,4.5,9.0,3.0,2.25,2,6,5.0,2,2,5,1.0,2.0,9,1.0,2.0,1,76.75
4.0,0.0,9.0,4.0,0.0,3.0,6.75,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,18.0,9.0,3.75,2,4,3.0,1,2,5,2.0,4.5,13,2.0,2.0,0,91.25
6.0,0.0,4.5,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,9.0,4.5,3.0,1,6,5.0,6,1,3,2.0,1.0,46,2.0,2.0,0,89.5
2.0,0.0,4.5,4.0,4.5,1.5,9.0,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,18.0,7.5,3.75,1,3,2.0,1,2,3,2.0,2.0,46,1.0,2.0,1,88.5
0.0,4.5,0.0,6.0,0.0,1.5,2.25,2.25,2.25,0.0,4.5,0.0,0.0,11.25,0.0,0.0,4.5,3.0,2,4,2.0,5,2,4,1.0,1.0,35,1.0,2.0,1,42.0
4.0,9.0,4.5,6.0,4.5,1.5,6.75,0.0,2.25,2.25,4.5,0.0,0.0,11.25,4.5,12.0,7.5,2.25,1,4,5.0,6,2,1,2.0,2.0,42,1.0,2.0,1,82.75
4.0,4.5,4.5,5.0,2.25,1.5,4.5,0.0,0.0,2.25,4.5,3.375,4.5,5.625,2.25,9.0,4.5,1.5,2,1,5.0,5,1,1,2.0,2.0,24,1.0,2.0,1,63.75
8.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,9.0,9.0,3.0,1,4,2.0,5,2,4,2.0,1.0,42,1.0,2.0,1,104.25
0.0,4.5,4.5,7.0,0.0,0.0,6.75,2.25,2.25,4.5,9.0,0.0,0.0,11.25,0.0,0.0,3.0,2.25,1,4,2.0,1,2,3,2.0,2.0,46,1.0,2.0,1,57.25
6.0,9.0,9.0,6.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,15.0,7.5,3.0,1,6,4.0,5,2,4,2.0,1.0,51,2.0,2.0,0,123.0
6.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,4,6.0,6,1,1,2.0,1.0,31,2.0,2.0,0,126.25
1.0,4.5,4.5,6.0,0.0,1.5,2.25,2.25,2.25,0.0,4.5,0.0,0.0,5.625,2.25,3.0,6.0,3.0,1,3,2.0,1,2,1,2.0,4.5,42,1.0,2.0,1,48.625
6.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,6.75,0.0,11.25,4.5,12.0,7.5,2.25,2,4,2.0,1,2,4,2.0,2.0,9,2.0,2.0,0,102.75
0.0,4.5,0.0,7.0,0.0,0.0,4.5,2.25,2.25,4.5,4.5,0.0,0.0,11.25,0.0,18.0,7.5,3.0,2,2,6.0,3,2,4,2.0,2.0,9,1.0,2.0,1,69.25
5.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,3.0,1,3,2.0,6,2,4,2.0,2.0,26,1.0,2.0,1,123.5
2.0,9.0,9.0,5.0,4.5,3.0,2.25,2.25,0.0,4.5,4.5,0.0,4.5,11.25,4.5,15.0,6.0,2.25,2,2,4.0,6,2,3,2.0,4.5,14,1.0,2.0,1,89.5
7.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,4.5,1,7,3.0,6,2,5,2.0,1.0,9,1.0,2.0,1,129.0
9.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,9.0,7.5,4.5,1,4,2.0,5,2,6,2.0,2.0,51,1.0,2.0,1,99.25
8.0,0.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,6.75,9.0,11.25,4.5,18.0,9.0,4.5,1,4,3.0,6,1,3,2.0,4.5,26,2.0,2.0,0,112.5
0.0,0.0,0.0,2.0,0.0,4.5,0.0,2.25,0.0,0.0,0.0,6.75,9.0,1.25,4.5,18.0,5.25,0.0,1,2,2.0,6,1,2,1.0,1.0,28,2.0,2.0,0,53.5
9.0,9.0,9.0,1.0,0.0,4.5,6.75,2.25,2.25,0.0,4.5,0.0,0.0,11.25,0.0,18.0,9.0,3.75,1,4,6.0,5,2,6,2.0,2.0,2,1.0,2.0,1,90.25
1.0,4.5,0.0,7.0,0.0,0.0,0.0,2.25,0.0,0.0,4.5,0.0,4.5,11.25,4.5,0.0,1.5,2.25,1,4,3.0,1,2,2,2.0,2.0,42,1.0,2.0,1,43.25
7.0,9.0,9.0,4.0,4.5,3.0,9.0,2.25,2.25,4.5,4.5,3.375,9.0,11.25,4.5,18.0,4.5,3.0,1,3,1.0,3,2,2,2.0,4.5,42,1.0,2.0,1,112.625
7.0,9.0,9.0,4.0,4.5,3.0,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,9.0,9.0,4.5,1,4,5.0,2,1,1,2.0,2.0,21,2.0,2.0,0,117.5
9.0,0.0,9.0,7.0,4.5,4.5,4.5,2.25,2.25,4.5,9.0,6.75,9.0,2.5,4.5,18.0,9.0,4.5,2,4,3.0,6,1,3,1.0,1.0,9,1.0,2.0,1,110.75
4.0,9.0,9.0,5.0,4.5,1.5,6.75,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,18.0,9.0,3.0,1,4,3.0,5,1,1,2.0,2.0,29,1.0,2.0,1,108.0
3.0,4.5,4.5,7.0,0.0,1.5,6.75,2.25,2.25,4.5,0.0,6.75,0.0,11.25,4.5,0.0,9.0,2.25,1,4,5.0,6,1,2,1.0,1.0,6,2.0,2.0,0,70.0
9.0,9.0,9.0,1.0,4.5,4.5,4.5,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,18.0,9.0,4.5,2,4,3.0,5,1,5,2.0,2.0,9,2.0,2.0,0,106.75
9.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,3.375,9.0,11.25,4.5,18.0,9.0,2.25,1,4,2.0,5,2,5,2.0,2.0,51,1.0,2.0,1,124.375
3.0,0.0,4.5,6.0,0.0,2.25,4.5,2.25,0.0,4.5,4.5,0.0,0.0,2.5,0.0,6.0,6.0,1.5,2,2,2.0,5,1,4,2.0,2.0,9,1.0,2.0,1,47.5
6.0,0.0,9.0,5.0,0.0,1.5,0.0,2.25,2.25,4.5,4.5,0.0,0.0,2.5,0.0,0.0,1.5,3.0,1,2,2.0,2,2,2,2.0,2.0,6,1.0,2.0,1,42.0
4.0,9.0,4.5,5.0,0.0,0.0,4.5,2.25,2.25,4.5,4.5,0.0,4.5,3.75,4.5,9.0,7.5,2.25,1,2,2.0,1,2,3,2.0,2.0,40,1.0,2.0,1,72.0
8.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,18.0,9.0,4.5,2,7,2.0,6,2,1,2.0,4.5,9,2.0,2.0,0,119.25
9.0,9.0,9.0,1.0,0.0,3.0,4.5,2.25,2.25,0.0,4.5,0.0,0.0,5.625,0.0,9.0,9.0,4.5,1,4,3.0,5,2,6,2.0,2.0,38,1.0,2.0,1,72.625
0.0,9.0,4.5,7.0,0.0,0.0,4.5,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,0.0,4.5,1.5,1,4,1.0,6,1,1,1.0,2.0,19,2.0,2.0,0,69.25
9.0,0.0,9.0,5.0,4.5,1.5,9.0,2.25,2.25,0.0,0.0,0.0,9.0,2.5,0.0,0.0,4.5,3.75,1,7,2.0,6,2,2,2.0,1.0,9,1.0,2.0,1,62.25
4.0,9.0,4.5,4.0,4.5,3.0,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,9.0,0.0,3.75,2,7,1.0,1,2,4,2.0,2.0,9,1.0,2.0,1,93.5
7.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,6.0,9.0,3.75,1,6,5.0,2,2,4,2.0,2.0,51,1.0,2.0,1,96.0
0.0,4.5,0.0,7.0,0.0,0.0,2.25,2.25,2.25,0.0,9.0,0.0,0.0,5.625,0.0,0.0,3.0,2.25,1,6,2.0,2,2,3,1.0,2.0,51,1.0,2.0,1,38.125
5.0,9.0,9.0,2.0,0.0,4.5,2.25,2.25,2.25,2.25,4.5,0.0,4.5,5.625,4.5,9.0,6.0,3.0,2,3,2.0,6,2,1,2.0,4.5,9,1.0,2.0,1,75.625
6.0,9.0,4.5,5.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,12.0,7.5,3.0,1,4,6.0,3,1,2,2.0,1.0,2,2.0,2.0,0,105.5
5.0,0.0,9.0,6.0,0.0,0.0,2.25,2.25,2.25,4.5,4.5,0.0,4.5,11.25,0.0,6.0,9.0,3.75,1,4,5.0,5,2,4,2.0,2.0,51,1.0,2.0,1,70.25
6.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,6.75,9.0,11.25,4.5,18.0,7.5,3.75,2,6,2.0,5,1,5,2.0,2.0,27,1.0,2.0,1,121.25
5.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,11.25,4.5,6.0,7.5,3.75,1,7,5.0,5,1,5,2.0,1.0,9,2.0,2.0,0,105.25
8.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,7,2.0,6,2,6,2.0,1.0,9,2.0,2.0,0,116.25
7.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,4.5,1,7,2.0,6,1,6,2.0,1.0,9,2.0,2.0,0,129.0
7.0,0.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,3.0,9.0,3.75,1,7,6.0,2,1,2,2.0,2.0,9,1.0,2.0,1,96.5
6.0,9.0,9.0,6.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,9.0,3.0,1,4,5.0,6,1,2,2.0,2.0,35,1.0,2.0,1,118.5
5.0,0.0,9.0,4.0,0.0,4.5,6.75,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,6.0,4.5,3.75,1,4,2.0,5,2,5,2.0,1.0,2,1.0,2.0,1,84.0
8.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,6,6.0,6,2,2,2.0,1.0,9,2.0,2.0,0,129.25
9.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,18.0,9.0,3.75,1,6,2.0,6,2,3,2.0,1.0,46,1.0,2.0,1,117.25
2.0,0.0,9.0,1.0,0.0,3.0,2.25,2.25,0.0,0.0,4.5,0.0,4.5,11.25,4.5,0.0,9.0,4.5,2,4,3.0,4,2,2,1.0,2.0,27,1.0,2.0,1,57.75
2.0,9.0,4.5,6.0,0.0,3.0,4.5,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,0.0,7.5,3.75,1,7,4.0,3,2,3,2.0,4.5,46,1.0,2.0,1,69.5
7.0,9.0,9.0,5.0,4.5,4.5,4.5,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,9.0,7.5,3.0,1,6,6.0,6,2,1,2.0,4.5,2,1.0,2.0,1,96.75
2.0,0.0,9.0,5.0,0.0,0.0,0.0,2.25,2.25,4.5,9.0,6.75,4.5,5.625,0.0,6.0,4.5,3.75,1,4,5.0,5,1,4,1.0,1.0,2,1.0,2.0,1,65.125
2.0,0.0,9.0,6.0,4.5,3.0,2.25,2.25,2.25,4.5,4.5,6.75,0.0,11.25,0.0,6.0,4.5,3.0,1,3,2.0,2,2,2,2.0,4.5,16,1.0,2.0,1,71.75
8.0,9.0,4.5,6.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,0.0,11.25,4.5,18.0,9.0,4.5,1,5,5.0,1,1,3,2.0,1.0,35,2.0,2.0,0,113.0
7.0,4.5,9.0,3.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,11.25,4.5,15.0,9.0,3.75,1,4,3.0,5,2,5,2.0,1.0,51,1.0,2.0,1,114.25
0.0,0.0,4.5,6.0,0.0,1.5,2.25,2.25,0.0,4.5,4.5,0.0,4.5,11.25,0.0,0.0,6.0,3.0,1,6,5.0,6,2,5,2.0,4.5,46,1.0,2.0,1,50.25
9.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,7.5,4.5,1,6,2.0,5,1,6,2.0,2.0,27,2.0,2.0,0,116.5
3.0,4.5,4.5,6.0,0.0,0.0,6.75,2.25,0.0,4.5,9.0,0.0,4.5,11.25,4.5,15.0,9.0,3.0,1,3,3.0,5,2,3,2.0,2.0,29,1.0,2.0,1,87.75
0.0,4.5,4.5,7.0,4.5,3.0,6.75,2.25,0.0,4.5,4.5,6.75,0.0,11.25,4.5,0.0,7.5,2.25,2,4,1.0,6,2,3,2.0,1.0,33,1.0,2.0,1,73.75
7.0,9.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,0.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,5,5.0,5,2,5,2.0,1.0,17,1.0,2.0,1,118.25
